Issue id,Summary,Issue Type,Description,Labels,Parent

TESTING CRITERIA:
- GET /metrics returns Prometheus text format with FastAPI and custom metrics
- Prometheus scrapes /metrics successfully at configured interval (verify via Prometheus targets page)
- Loki receives and indexes container logs; log queries by source_id and log_level return correct results
- Metrics appear in Grafana Prometheus data source without manual refresh

EDGE CASES:
- Promtail must handle JSON log entries that span multiple stdout lines — configure multiline detection stage as precaution even though structlog emits single-line JSON
- Prometheus cardinality: assert no metric has more than 50 unique label value combinations (use Prometheus TSDB status page to verify)
- /metrics endpoint must not require authentication — but must not be exposed via Nginx to public internet (restrict to internal routing only in nginx.conf)","observability,prometheus,loki",JD-E13
JD-65,Sentry & Microsoft Clarity,Task,"Integrate Sentry for backend and frontend error tracking, and Microsoft Clarity for frontend session replay and UX analytics.

IMPLEMENTATION DETAILS:
- Backend Sentry: uv add sentry-sdk[fastapi]; configure in backend/main.py before any other middleware: sentry_sdk.init(dsn=settings.SENTRY_DSN, traces_sample_rate=0.1, environment=settings.ENVIRONMENT, release=settings.APP_VERSION); use FastApiIntegration and SqlalchemyIntegration
- PII scrubbing: configure before_send hook to strip email, CV content, and cover letter text from Sentry event data before transmission; never capture UserProfile or CV table content
- Frontend Sentry: uv equivalent for JS — npm install @sentry/nextjs; configure in frontend/instrumentation.ts with Sentry.init; wrap Next.js app with Sentry error boundary; use SENTRY_DSN from environment (NEXT_PUBLIC_ prefix not needed for server-side instrumentation)
- Microsoft Clarity: add Clarity script to frontend/app/layout.tsx <head> using NEXT_PUBLIC_CLARITY_PROJECT_ID env var; load Clarity after user consent check if GDPR consent banner is active (MVP 3 JD-70)
- ENVIRONMENT and APP_VERSION added to backend/settings.py for Sentry release tracking
- Do NOT capture raw user input, CV content, application notes, or cover letter text in any Sentry event context

EFFORT: M (4 hours)
PROJECT AREA: Observability / Frontend
DEPENDENCIES: JD-13 (FastAPI entrypoint — Sentry must init before middleware), JD-24 (Next.js app layout)

TESTING CRITERIA:
- Deliberately raised test exception appears in Sentry dashboard within 30 seconds of trigger
- Frontend unhandled error captured by Sentry with correct stack trace and component name
- Clarity session replay active on dashboard page (verify via Clarity project dashboard)
- PII scrubbing verified: trigger error with email in context; confirm Sentry event contains [Filtered] not the actual email value
- Sentry release tag matches APP_VERSION setting

EDGE CASES:
- Sentry SDK must initialise before any other middleware or exception handlers — placement in main.py is first line after imports
- Clarity script must not load until cookie consent confirmed if GDPR consent banner is present (defer script injection until consent state = accepted)
- sentry-sdk FastAPI integration captures exceptions automatically — do not add duplicate try/except wrappers around routes","observability,sentry,monitoring,frontend",JD-E13
JD-66,Observability agent,Task,"Build backend/agents/observability/observability_agent.py for AI-specific reliability monitoring running as a periodic background task, as specified in backend/agents/observability/AGENT.md and docs/OBSERVABILITY.md.

IMPLEMENTATION DETAILS:
- Run as asyncio periodic background task (asyncio.create_task in FastAPI startup event); interval=5 minutes; wrap entire task body in try/except — log errors via get_logger('observability') but never let exceptions crash the HTTP worker
- Schema conformance rate: sample last 100 LLM output records per agent; compute conformance_rate = valid_outputs / total; emit as ObservableGauge schema_conformance_rate with label agent_id; alert (Sentry warning capture) if < 99%
- Hallucination rate: query DeepEval faithfulness results from evals table (written by run_evals.py); compute rate = flagged / total in rolling 1-hour window; emit as ObservableGauge hallucination_rate; alert if > 1%
- Retrieval precision: read latest Ragas ContextPrecision metric from evals/rag/results-latest.json; emit as ObservableGauge retrieval_precision; alert if < 0.80
- Token budget monitoring: read llm_tokens_used_total from Prometheus API (internal HTTP call to localhost:9090); compare per-agent actual vs CONTRACT.md budget; alert if any agent exceeds by > 20%
- Expose GET /api/v1/observability/status endpoint: returns all current metric values as JSON {schema_conformance_rate, hallucination_rate, retrieval_precision, token_budget_alerts: list[{agent_id, budget, actual, overage_pct}]}; no authentication required (internal monitoring use)
- Compute metrics incrementally (rolling windows and sampling) — never full-table scans

EFFORT: L (8 hours)
PROJECT AREA: Observability / AI Quality
DEPENDENCIES: JD-62 (OpenTelemetry MeterProvider for metric emission), JD-45 (RAG agent Ragas eval output), JD-77 (alert thresholds from docs/OBSERVABILITY.md)

TESTING CRITERIA:
- Schema conformance alert fires correctly when test LLM output is injected with invalid schema
- Hallucination alert fires when test RAG output flagged by DeepEval faithfulness check
- GET /api/v1/observability/status returns all metric fields with correct types and values
- Periodic task runs every 5 minutes without blocking HTTP worker threads (use asyncio.sleep not time.sleep)
- Observability agent exception does not crash HTTP worker (verify by injecting error in test)

EDGE CASES:
- Prometheus API unavailable: skip token budget check for that cycle; log warning; do not fail the task
- evals/rag/results-latest.json absent (no eval run yet): emit retrieval_precision=null; do not alert on first run
- Metrics must be computed incrementally — no SELECT * on full jobs or llm_calls table; use time-bounded queries with index on created_at","observability,ai,agents,monitoring",JD-E13
JD-81,Create backend/agents/observability/AGENT.md,Task,"Create backend/agents/observability/AGENT.md to define the responsibilities, input/output schemas, and metric thresholds for the Observability agent as per proposal-v4-structure.md.","observability,documentation,agents",JD-E13
JD-82,Implement ObservabilityPanel.tsx,Task,"Implement frontend/components/ObservabilityPanel.tsx to display agent traces and token usage.","observability,frontend,react",JD-E13
JD-E14,"Auth, RBAC & Row-Level Security",Epic,"Implement Supabase Auth with JWT validation middleware in FastAPI, Row-Level Security policies on all user-scoped tables, OWASP Top 10 hardening with Trivy and Bandit in CI, and GDPR compliance features (data export, deletion, audit log). All standards governed by docs/SECURITY.md.

SCOPE: MVP 3
PROJECT AREA: Security / Auth
FILES: backend/middleware/auth.py, docs/SECURITY.md, backend/api/v1/user.py
STORIES: 14.1 - 14.5","security,auth,rbac,gdpr",
JD-78,Create docs/SECURITY.md,Task,"Create docs/SECURITY.md as the single source of truth for all security standards, covering Supabase Auth, JWT, RBAC, RLS, OWASP Top 10 compliance, prompt injection defence, and GDPR data flow documentation.

IMPLEMENTATION DETAILS:
- Auth section: Supabase Auth flow, JWT structure (sub, role, email claims), pyjwt[crypto] for signature validation, clock skew allowance (30 seconds), service account token strategy for Temporal activities
- RBAC section: role definitions (user / admin / service), which endpoints each role can access, forbidden combinations
- RLS section: policy templates for each table (jobs: readable by all authenticated, writable by service role; applications/cv/cover_letter/interview_prep: user-scoped via auth.uid() = user_id)
- OWASP Top 10 checklist: map each OWASP category to the specific control implemented in this platform (A01 Broken Access Control → RLS + RBAC; A03 Injection → prompt injection defence + Pydantic extra=forbid; A05 Security Misconfiguration → Key Vault references; A09 Logging Failures → structured audit log; etc.)
- Prompt injection defence section: injection pattern taxonomy, detection method, audit log format, escalation path
- GPU-resistant hashing note: pwdlib[argon2] recommended if any password hashing is added in future
- Redis token denylist: document pattern for JWT revocation (store revoked jti claims in Redis with TTL matching token expiry)
- GDPR data flow diagram (text-based table): data type → storage location → retention period → deletion method
- Reference this file from backend/agents/security/AGENT.md and backend/middleware/auth.py module docstring

EFFORT: S (2 hours)
PROJECT AREA: Security / Documentation
DEPENDENCIES: None (create before implementing auth so standards are agreed first)

TESTING CRITERIA:
- OWASP Top 10 checklist complete with a specific control mapped to each category
- GDPR data flow table covers all stored data types (jobs, applications, CV, cover letters, interview prep, audit log)
- Document reviewed before JD-67 implementation begins

EDGE CASES:
- audit_log table itself is exempt from GDPR deletion (legal basis: compliance obligation) — document this explicitly with legal basis citation","security,documentation",JD-E14
JD-67,Supabase Auth & JWT,Task,"Implement JWT validation middleware in FastAPI with RBAC enforced via JWT claims, as specified in docs/SECURITY.md.

IMPLEMENTATION DETAILS:
- Install: pyjwt[crypto] (not python-jose — python-jose has known CVEs as of 2025)
- Create backend/middleware/auth.py: FastAPI HTTPBearer security scheme; async def verify_jwt(token: HTTPAuthorizationCredentials = Depends(HTTPBearer())) -> dict
- Validation steps: decode JWT using SUPABASE_JWT_SECRET from settings; verify signature algorithm (HS256); verify exp claim with 30-second leeway; verify iss claim matches Supabase project URL
- Decoded claims returned: {sub: UUID, role: 'user' | 'admin', email: str}
- RBAC enforcement: create get_current_user and require_admin FastAPI dependencies from verify_jwt; apply require_admin to all /api/v1/admin/* routes; apply get_current_user to all other protected routes
- Unauthenticated (missing or malformed token): return 401 with RFC 7807 body {type, title: 'Unauthorized', status: 401}
- Insufficient role (user accessing admin route): return 403 with RFC 7807 body {type, title: 'Forbidden', status: 403, detail: 'Admin role required'}
- Service-to-service calls (Temporal activities calling FastAPI): use dedicated service account JWT signed with SUPABASE_SERVICE_ROLE_KEY; document token generation in docs/SECURITY.md

EFFORT: M (5 hours)
PROJECT AREA: Backend / Security
DEPENDENCIES: JD-78 (docs/SECURITY.md agreed first), JD-14 (settings.py must expose SUPABASE_JWT_SECRET), JD-49 (security agent for complementary injection defence)

TESTING CRITERIA:
- Valid user JWT grants access to /api/v1/jobs (200 response)
- Expired JWT returns 401 with RFC 7807 error body
- Admin route accessed with user-role JWT returns 403
- Token with invalid signature returns 401
- Clock skew test: token with exp 20 seconds in the past accepted (within 30s leeway)

EDGE CASES:
- JWT clock skew: allow 30 second leeway in expiry validation (pyjwt leeway parameter)
- Service-to-service calls from Temporal activities: validate SUPABASE_SERVICE_ROLE_KEY signed tokens via separate verify path; document clearly in docs/SECURITY.md
- pyjwt[crypto] selected over python-jose due to active CVEs in python-jose — note this decision in docs/SECURITY.md with CVE references","backend,auth,jwt,security",JD-E14
JD-68,Row-Level Security,Task,"Configure Supabase RLS policies on all user-scoped tables so users can only read and write their own rows, with service role bypass for scraper agents.

IMPLEMENTATION DETAILS:
- Enable RLS: ALTER TABLE {table} ENABLE ROW LEVEL SECURITY for all tables: jobs, applications, cv, cover_letter, interview_prep, recruiter
- Jobs table policy: SELECT for authenticated role using USING (true) — all authenticated users can read all jobs; INSERT/UPDATE/DELETE restricted to service role only (scraper agent uses SUPABASE_SERVICE_ROLE_KEY)
- Applications, CV, CoverLetter, InterviewPrep policies: SELECT/INSERT/UPDATE/DELETE using USING (auth.uid() = user_id) — strict user-scoped isolation
- Recruiter table policy: SELECT for authenticated (shared recruiter data); INSERT/UPDATE for service role only
- audit_log table: INSERT for authenticated and service role; SELECT/UPDATE/DELETE for service role only (immutable from user perspective)
- Admin bypass: service role key bypasses RLS globally — confirm SUPABASE_SERVICE_ROLE_KEY is never exposed to frontend
- Test all policies via Supabase SQL Editor using SET ROLE authenticated; SET LOCAL jwt.claims.sub = '{user_id}' pattern before running queries
- Add Alembic migration comments noting which tables have RLS enabled (for developer awareness during schema changes)

EFFORT: M (5 hours)
PROJECT AREA: Database / Security
DEPENDENCIES: JD-78 (docs/SECURITY.md policy templates), JD-40 (all tables must exist before RLS is enabled), JD-67 (JWT auth must be in place so auth.uid() resolves correctly)

TESTING CRITERIA:
- User A cannot SELECT User B's applications, CV, cover letters, or interview prep records (test with two distinct user JWTs)
- Job listings readable by any authenticated user
- Service role can INSERT jobs (scraper agent path confirmed working)
- RLS policy SQL tested in Supabase SQL Editor and results documented in docs/SECURITY.md
- Supabase Realtime channel subscriptions respect RLS (verify per channel — Supabase Realtime RLS is opt-in per channel)

EDGE CASES:
- RLS must be enabled before any production data is populated — enforce via Alembic migration that enables RLS immediately after table creation (not as a separate step)
- Supabase Realtime requires explicit channel-level RLS configuration separate from table RLS — document in docs/SECURITY.md
- auth.uid() returns null for unauthenticated requests — USING (auth.uid() = user_id) implicitly rejects unauthenticated access (null != any UUID)","database,security,rls,supabase",JD-E14
JD-69,OWASP Top 10 hardening,Task,"Run Trivy container image scanning and Bandit static analysis in CI, configure SSRF allowlist, and wire Azure Key Vault secret references as specified in docs/SECURITY.md.

IMPLEMENTATION DETAILS:
- Add trivy-scan job to .github/workflows/ci.yml: trivy image job-discovery:{git-sha} --exit-code 1 --severity HIGH,CRITICAL --ignore-unfixed; runs on every push to main and every PR
- Add .trivyignore file for accepted findings: each entry must include CVE ID, justification, and review-by date; reviewed quarterly
- Add bandit-scan job to ci.yml: uv run bandit -r backend/ -ll --configfile .bandit; fails on medium+ severity issues
- Add .bandit config file to exclude known false positives (e.g. B104 binding to all interfaces in dev mode) with inline justification comments
- SSRF allowlist: add ALLOWED_EXTERNAL_DOMAINS list to backend/settings.py (e.g. ['linkedin.com', 'jobserve.com', 'api.openai.com', 'api.anthropic.com']); validate all outbound HTTP request URLs in security agent before dispatch; reject non-allowlisted domains with SecurityViolationError and 400 response
- Azure Key Vault: all Container App environment variables referencing secrets use Key Vault secret URI syntax (Microsoft.KeyVault(SecretUri=...)) in Terraform azurerm_container_app env block — confirmed in JD-53 Terraform; no plaintext secrets in Terraform state, GitHub secrets (for CI only), or .env files committed to version control
- Add security scanning summary to CI PR check annotations

EFFORT: M (5 hours)
PROJECT AREA: Security / Infrastructure
DEPENDENCIES: JD-78 (docs/SECURITY.md OWASP checklist), JD-53 (Azure Terraform with Key Vault references), JD-49 (security agent for SSRF enforcement)

TESTING CRITERIA:
- Trivy scan runs on every docker build step in CI; HIGH/CRITICAL unfixed CVEs fail the build
- Bandit scan fails on medium+ severity issues introduced in test (inject known bad pattern to verify)
- SSRF test: request to non-allowlisted domain rejected with 400 SecurityViolationError (verify in integration test)
- Key Vault references resolve correctly in Azure Container Apps staging environment (confirm via az containerapp show)

EDGE CASES:
- Trivy false positives: .trivyignore entries must include expiry date for re-review; stale ignores flagged by quarterly CI audit job
- Bandit: .bandit exclusions must list specific file paths and rule IDs — no blanket exclusions
- SSRF allowlist must include all LLM provider API domains used via LiteLLM (OpenAI, Anthropic, Azure OpenAI endpoint) — keep list in settings.py not hardcoded in security agent","security,owasp,cicd,infrastructure",JD-E14
JD-70,GDPR compliance,Task,"Implement data export, deletion, and audit logging endpoints for GDPR compliance, as documented in docs/SECURITY.md data flow section.

IMPLEMENTATION DETAILS:
- Export endpoint: GET /api/v1/user/export?format=json|csv — returns all user-owned data (applications, CV content, cover letters, interview prep, recruiter interactions, saved jobs); stream response using StreamingResponse to avoid memory pressure on large exports; require get_current_user dependency
- Deletion endpoint: DELETE /api/v1/user — hard-delete all rows from: applications, cv, cover_letter, interview_prep tables (user_id = current user); delete pgvector embeddings from cv_chunks; purge Redis cache entries for user (SCAN + DEL pattern); delete any object storage uploads (if file storage added); write final audit_log entry {action: 'user_deletion', user_id, timestamp, ip_address} before deletion executes; return 204
- Audit log table (audit_log): id (UUID PK), user_id (UUID), action (str), item_id (str | null), timestamp (datetime, default=func.now()), ip_address (str); INSERT only — no UPDATE or DELETE via application (service role only bypass for legal holds)
- Audit log entry written on: every data export, every deletion, every DLQ discard (JD-52), every admin RBAC denial
- Retention policy: raw ScrapeRun records purged after 90 days by scheduled Temporal cron workflow (cron: 0 2 * * * — daily at 02:00 UTC)
- Document all data flows and retention periods in docs/SECURITY.md GDPR section
- Deletion confirmation: respond with {deleted: true, components: {postgres: true, pgvector: true, redis: true}} — partial failure returns 207 with failed components listed

EFFORT: L (8 hours)
PROJECT AREA: Backend / Compliance
DEPENDENCIES: JD-78 (docs/SECURITY.md data flow agreed), JD-40 (all tables must exist), JD-67 (get_current_user dependency), JD-68 (RLS ensures users cannot delete other users' data)

TESTING CRITERIA:
- Export returns all user-owned data in correct format; streaming confirmed (no full-body buffering)
- Deletion removes all data across PostgreSQL, pgvector chunks, and Redis; returns {deleted: true, components: {...}}
- Audit log entry created for every export and deletion (verify row in audit_log table)
- Partial deletion failure returns 207 with correct failed component list
- Deletion confirmed complete within 72 hours — document expected completion time in docs/SECURITY.md (GDPR Article 17 requirement)

EDGE CASES:
- Partial deletion failure: log failed components via get_logger and Sentry warning capture; retry failed components async; do not return 500 (user must receive response)
- Export of large CV or cover letter data: StreamingResponse with application/octet-stream for JSON; chunked transfer encoding confirmed active
- audit_log table is exempt from user deletion (legal basis: compliance obligation) — enforce at RLS level (no DELETE policy for authenticated role on audit_log)","backend,gdpr,compliance,security",JD-E14
JD-E15,Twelve-Factor Completion & Admin Tooling,Epic,"Complete full Twelve-Factor App compliance audit across all factors, implement graceful SIGTERM shutdown for all long-running processes, wire all admin scripts (replay_dlq.py, run_evals.py) with full CLI flags, add schedule pause/resume admin routes, and validate disaster recovery with documented RTO <= 1 hour and RPO <= 15 minutes. All compliance documented in docs/ENGINEERING-STANDARDS.md and recovery procedures in docs/RELIABILITY.md.

SCOPE: MVP 3
PROJECT AREA: Platform / Reliability
FILES: docs/ENGINEERING-STANDARDS.md, docs/RELIABILITY.md, backend/admin/
STORIES: 15.1 - 15.5","platform,reliability,twelve-factor,admin",
JD-79,Create docs/ENGINEERING-STANDARDS.md,Task,"Create docs/ENGINEERING-STANDARDS.md as the authoritative reference for all frontend, backend, and database stack standards, and full Twelve-Factor compliance notes for all 12 factors.

IMPLEMENTATION DETAILS:
- Frontend stack section: Next.js 16, React 19, TypeScript (strict mode), Tailwind CSS, MUI v6, TanStack Query v5, Zustand, Zod; document version pins and rationale for each choice
- Backend stack section: Python 3.14, FastAPI, uv (not pip), Pydantic v2, SQLAlchemy 2 (mapped_column syntax), pgvector, Redis, LiteLLM, OpenTelemetry; testing: pytest with pytest-asyncio asyncio_mode=auto; no print() calls anywhere (enforced in CI via grep)
- Database stack section: Supabase PostgreSQL, pgvector extension, RLS, JSONB for structured fields, partitioning strategy (if applicable), WAL-based backup (Supabase PITR)
- Twelve-Factor compliance table: one row per factor (I–XII) with: factor name, requirement, implementation in this platform, MVP introduced, compliance status
  - Factor I (Codebase): single repo, no per-environment branches
  - Factor II (Dependencies): uv pyproject.toml + package-lock.json; no system-level deps assumed
  - Factor III (Config): all config via environment variables; no secrets in codebase; git-secrets scan in CI
  - Factor VI (Processes): stateless processes; fake_db removed in MVP 2; no in-process session state
  - Factor VII (Port binding): FastAPI on 127.0.0.1:8000; Next.js on :3000; Nginx on :80
  - Factor VIII (Concurrency): uvicorn --workers 2; Temporal worker as separate process; scales independently
  - Factor XI (Logs): all agents use get_logger (structured JSON to stdout); no print() calls
  - Factor XII (Admin processes): backend/admin/ scripts run as one-off processes in same Docker image
- Reference this file from root AGENT.md index table

EFFORT: S (2 hours)
PROJECT AREA: Platform / Documentation
DEPENDENCIES: None (create before Twelve-Factor audit JD-71 so the target standard is defined)

TESTING CRITERIA:
- All 12 factors present in compliance table with implementation detail and MVP introduced
- Stack versions match actual pinned versions in pyproject.toml and package.json
- Document reviewed before JD-71 audit begins

EDGE CASES:
- Factors not yet fully compliant at time of writing: mark status as 'partial' with gap description and remediation owner","platform,documentation,twelve-factor",JD-E15
